1000,125816956,1972948751
1000,1972948751,2136462965
1008,2136462965,2116100176
1008,2116100176,2050669845
1020,2050669845,1997153602
1020,1997153602,2112853909
1022,2112853909,2019008347
1022,2019008347,2030700448
1029,2030700448,1748525757
1029,1748525757,2087895686
1031,2087895686,2114004878
1031,2114004878,2097474336
1039,2097474336,2132093200
1039,2132093200,2108545496
1048,2108545496,2138134597
1048,2138134597,2150335363
1051,2150335363,1978815757
1051,1978815757,1975173205
1052,1975173205,1989749286
1052,1989749286,1981594944
1057,1981594944,2111142066
1057,2111142066,2145961201
1058,2145961201,2150851885
1058,2150851885,2020316999
1066,2020316999,2009716188
1066,2009716188,2081779514
1069,2081779514,2132764084
1069,2132764084,2051320592
1071,2051320592,2066378387
1071,2066378387,2030876325
1072,2030876325,2142019045
1072,2142019045,2086963803
1076,2086963803,2000597559
1076,2000597559,1996971521
1094,1996971521,1986288154
1094,1986288154,2001319427
1095,2001319427,2000620437
1095,2000620437,2039349932
1096,2039349932,2081555493
1096,2081555493,1966519640
1101,1966519640,1977635583
1101,1977635583,2080773091
1114,2080773091,2060900730
1114,2060900730,1989300425
1125,1989300425,1964247616
1125,1964247616,2136050606
1129,2136050606,2150798249
1129,2150798249,2060958887
1134,2060958887,2059354732
1134,2059354732,1967744867
1135,1967744867,2056412251
1135,2056412251,2139674793
1156,2139674793,1977449438
1156,1977449438,2052922251
1163,2052922251,1989947773
1163,1989947773,2136724762
1172,2136724762,2141207650
1172,2141207650,2003879331
1179,2003879331,1572446236
1179,1572446236,2114489396
1184,2114489396,1947778485
1184,1947778485,2000298239
1196,2000298239,1490892698
1196,1490892698,140204898
1203,140204898,2051320523
1203,2051320523,2022351836
1251,2022351836,2061269717
1251,2061269717,1976373251
1277,1976373251,1570875443
1277,1570875443,2120780372
1286,2120780372,2076557293
1286,2076557293,2023046337
1287,2023046337,2009120122
1287,2009120122,2078725924
1298,2078725924,1981482832
1298,1981482832,2021536722
1319,2021536722,2050764354
1319,2050764354,2074383526
1324,2074383526,1994228156
1324,1994228156,1976071264
1334,1976071264,2122958273
1334,2122958273,2039407242
1339,2039407242,2101205668
1339,2101205668,2038720675
1380,2038720675,2108224709
1380,2108224709,2029346749
1381,2029346749,2009640317
1381,2009640317,2076859770
1384,2076859770,2079335891
1384,2079335891,2044309161
1396,2044309161,1994300379
1396,1994300379,1608796453
1407,1608796453,149570185
1407,149570185,1996652948
1408,1996652948,2091157944
1408,2091157944,2046013590
1409,2046013590,2093659968
1409,2093659968,2021482477
1421,2021482477,2059432510
1421,2059432510,2084932658
1436,2084932658,2110281041
1436,2110281041,2005302433
1443,2005302433,2045256047
1443,2045256047,1591116815
1452,1591116815,1985345518
1452,1985345518,2047021902
1454,2047021902,2121448470
1454,2121448470,2037825348
1469,2037825348,1564357553
1469,1564357553,2003461650
1473,2003461650,2149223832
1473,2149223832,2069510441
1478,2069510441,2146727351
1478,2146727351,2106000284
1479,2106000284,2004537703
1479,2004537703,2103222385
1500,2103222385,2149243132
1500,2149243132,2038212223
1503,2038212223,1987253048
1503,1987253048,2061417318
1518,2061417318,2021318757
1518,2021318757,2055461003
1524,2055461003,2013419753
1524,2013419753,2005078721
1525,2005078721,1996599314
1525,1996599314,2069350567
1531,2069350567,2027789227
1531,2027789227,1977065448
1542,1977065448,2100112923
1542,2100112923,2080912283
1561,2080912283,2074527287
1561,2074527287,152245183
1579,152245183,2074654139
1579,2074654139,2000940681
1584,2000940681,1985907730
1584,1985907730,2060287663
1585,2060287663,2101963412
1585,2101963412,180396206
1586,180396206,2038564114
1586,2038564114,2136151826
1590,2136151826,2119353660
1590,2119353660,2021595986
1599,2021595986,2060168670
1599,2060168670,2033207332
1603,2033207332,1986327796
1603,1986327796,2079652085
1611,2079652085,2006931677
1611,2006931677,1980647075
1612,1980647075,2139482242
1612,2139482242,2017354051
1614,2017354051,2084705887
1614,2084705887,1963705823
1618,1963705823,2008922773
1618,2008922773,1977820220
1623,1977820220,2014001404
1623,2014001404,2019860831
1627,2019860831,2049314528
1627,2049314528,2021384128
1635,2021384128,2120226363
1635,2120226363,2040531453
1652,2040531453,2036426716
1652,2036426716,2005970342
1667,2005970342,1498520607
1667,1498520607,1972496142
1681,1972496142,2023712945
1681,2023712945,2141639907
1685,2141639907,2087654158
1685,2087654158,125782393
1703,125782393,2070298071
1703,2070298071,2153236054
1710,2153236054,2044285871
1710,2044285871,2123897966
1711,2123897966,2071529363
1711,2071529363,2101372151
1714,2101372151,2026139002
1714,2026139002,1564308550
1728,1564308550,2048741732
1728,2048741732,2054230892
1733,2054230892,1993160802
1733,1993160802,1855789069
1754,1855789069,1605914607
1754,1605914607,1987515697
1755,1987515697,2011752815
1755,2011752815,2148675933
1765,2148675933,2139175732
1765,2139175732,2111329418
1770,2111329418,2150903784
1770,2150903784,2144279206
1773,2144279206,2105132850
1773,2105132850,1495432905
1775,1495432905,2134495021
1775,2134495021,2119224513
1776,2119224513,2140702357
1776,2140702357,2119137904
1781,2119137904,2132248251
1781,2132248251,1579838312
1784,1579838312,2002089154
1784,2002089154,2134031652
1797,2134031652,2146418175
1797,2146418175,2051258629
1820,2051258629,2042196731
1820,2042196731,2073028327
1822,2073028327,2146027360
1822,2146027360,2143302994
1825,2143302994,2064196264
1825,2064196264,1635047156
1828,1635047156,2117104323
1828,2117104323,2147321879
1831,2147321879,2011482952
1831,2011482952,2128255294
1839,2128255294,2128108871
1839,2128108871,2085465211
1848,2085465211,2031455450
1848,2031455450,2141452176
1851,2141452176,1868658062
1851,1868658062,2113929513
1857,2113929513,2151265853
1857,2151265853,1546794253
1858,1546794253,1768948929
1858,1768948929,2096976702
1866,2096976702,1974939001
1866,1974939001,2118586303
1876,2118586303,2138077578
1876,2138077578,2076464916
1883,2076464916,1995186970
1883,1995186970,2097292466
1894,2097292466,2145912774
1894,2145912774,2105924914
1904,2105924914,2118295048
1904,2118295048,2146462570
1909,2146462570,2106217332
1909,2106217332,2126797747
1917,2126797747,2141019025
1917,2141019025,2007161913
1925,2007161913,1495444374
1925,1495444374,2019180603
1936,2019180603,2082265828
1936,2082265828,2074862219
1937,2074862219,2047400339
1937,2047400339,2085014772
1948,2085014772,1993025030
1948,1993025030,1999874674
1950,1999874674,2013315861
